PM25,date,alt,atm,PM1,temp,PM10,humid
83,2017-07-23T12:45:03.820Z,118.2,999.19,46,28.4,97,100
71,2017-07-23T12:50:03.440Z,118.14,999.14,35,28.68,88,100
71,2017-07-23T12:55:03.038Z,117.56,999.19,35,28.11,88,100
71,2017-07-23T13:00:03.718Z,117.46,999.21,35,28.84,88,100
71,2017-07-23T13:05:03.340Z,118.05,999.16,35,28.62,88,100
71,2017-07-23T13:10:03.209Z,118.53,999.09,35,28.12,88,100
71,2017-07-23T13:15:03.837Z,119.01,999.07,35,28.46,88,100
71,2017-07-23T13:20:03.468Z,118.24,999.15,35,28,88,100
71,2017-07-23T13:25:03.309Z,118.38,999.1,35,27.88,88,100
71,2017-07-23T13:30:03.740Z,117.85,999.17,35,28.44,88,100
56,2017-07-24T02:10:03.623Z,126.85,998.12,20,28.72,65,100
50,2017-07-24T02:15:03.243Z,127.05,998.06,22,28.87,59,100
48,2017-07-24T02:20:03.798Z,127.61,998.03,24,29.29,58,100
48,2017-07-24T02:25:03.214Z,128.1,997.95,24,29.85,58,100
35,2017-07-24T02:30:03.862Z,127.75,997.95,16,29.75,43,100
37,2017-07-24T02:35:03.393Z,126.7,998.11,17,28.56,46,100
37,2017-07-24T02:40:03.122Z,127.68,998.05,17,29.32,46,100
43,2017-07-24T02:45:03.564Z,127.3,998.04,21,29.42,50,100
42,2017-07-24T02:50:03.092Z,127.29,998.09,18,29.78,50,100
42,2017-07-24T02:55:03.631Z,127.87,997.98,18,29.81,50,100
41,2017-07-24T03:00:03.071Z,129.57,997.82,19,29.77,49,100
43,2017-07-24T03:05:03.501Z,130.78,997.67,17,28.73,48,100
43,2017-07-24T03:10:03.232Z,130.88,997.61,17,29.61,48,100
42,2017-07-24T03:15:03.774Z,129.24,997.86,19,29.65,51,100
40,2017-07-24T03:20:03.401Z,127.86,997.97,17,27.35,46,100
40,2017-07-24T03:25:02.822Z,128.15,997.92,17,27.15,46,100
62,2017-07-24T03:30:03.326Z,128.72,997.91,26,27.2,81,100
66,2017-07-24T03:35:03.675Z,130.22,997.72,31,27.28,78,100
66,2017-07-24T03:40:03.533Z,131,997.61,31,27.36,78,100
64,2017-07-24T03:45:03.066Z,131.51,997.52,29,27.66,76,100
59,2017-07-24T03:50:03.502Z,131.25,997.6,22,27.39,76,100
59,2017-07-24T03:55:02.883Z,130.73,997.6,22,27.19,76,100
59,2017-07-24T04:00:03.307Z,130.33,997.64,22,27.13,76,100
82,2017-07-24T04:05:03.828Z,130.44,997.67,40,27.2,95,100
82,2017-07-24T04:10:03.660Z,130.01,997.71,40,27.09,95,100
82,2017-07-24T04:15:03.266Z,130.48,997.68,40,26.7,95,100
53,2017-07-24T04:20:02.702Z,129.94,997.7,26,26.83,64,100
53,2017-07-24T04:25:03.331Z,130.42,997.71,26,26.68,64,100
53,2017-07-24T04:30:02.856Z,130.18,997.72,26,26.42,64,100
43,2017-07-24T04:35:03.302Z,129.61,997.78,20,26.67,48,100
43,2017-07-24T04:40:03.235Z,129.48,997.75,20,26.72,48,100
43,2017-07-24T04:45:03.782Z,130.65,997.65,20,26.79,48,100
37,2017-07-24T04:50:03.446Z,132.13,997.51,16,28.6,46,100
37,2017-07-24T04:55:02.939Z,132.71,997.4,16,28.44,46,100
37,2017-07-24T05:00:03.578Z,133.87,997.27,16,28.88,46,100
37,2017-07-24T05:05:03.314Z,135.31,997.16,17,28.48,43,100
37,2017-07-24T05:10:13.842Z,135.88,997.07,17,28.88,43,100
42,2017-07-24T05:15:03.379Z,135.24,997.04,17,29.05,52,100
39,2017-07-24T05:20:13.037Z,136.1,996.97,18,28.94,43,100
39,2017-07-24T05:25:03.443Z,137.04,996.93,18,28.86,43,100
39,2017-07-24T05:30:03.177Z,137.9,996.82,18,29.05,49,100
37,2017-07-24T05:35:03.723Z,138.71,996.74,13,28.56,43,100
37,2017-07-24T05:40:03.662Z,139.43,996.6,13,28.92,43,100
111,2017-07-24T05:45:03.381Z,138.97,996.64,30,29.31,117,100
32,2017-07-24T05:50:13.063Z,139.48,996.6,15,29.19,38,100
32,2017-07-24T05:55:13.504Z,138.97,996.67,15,29.21,38,100
36,2017-07-24T06:00:02.968Z,139.3,996.65,16,29.13,41,100
29,2017-07-24T06:05:03.423Z,138.83,996.69,12,29.22,33,100
29,2017-07-24T06:10:03.284Z,139.52,996.59,12,29.12,33,100
30,2017-07-24T06:15:03.740Z,138.54,996.72,11,28.5,37,100
30,2017-07-24T06:20:13.568Z,137.79,996.81,16,28.48,36,100
30,2017-07-24T06:25:13.182Z,138.85,996.71,16,28.88,36,100
30,2017-07-24T06:30:04.045Z,138.12,996.72,16,28.91,36,100
31,2017-07-24T06:35:03.436Z,138.03,996.78,14,28.96,37,100
31,2017-07-24T06:40:13.288Z,138.54,996.73,14,29.08,37,100
31,2017-07-24T06:45:13.750Z,139.07,996.67,14,28.67,37,100
28,2017-07-24T06:50:03.135Z,139.31,996.62,12,29.04,35,100
28,2017-07-24T06:55:03.527Z,139.87,996.59,12,28.7,35,100
28,2017-07-24T07:00:02.927Z,138.81,996.68,12,28.44,35,100
31,2017-07-24T07:05:03.345Z,139.33,996.65,17,28.29,41,100
31,2017-07-24T07:10:03.092Z,140.01,996.54,17,29.08,41,100
31,2017-07-24T07:15:03.496Z,140.11,996.56,17,29.2,41,100
33,2017-07-24T07:20:13.106Z,140.36,996.58,14,28.96,39,100
33,2017-07-24T07:25:03.578Z,140.77,996.47,14,29.15,39,100
33,2017-07-24T07:30:13.137Z,141.77,996.32,14,29.19,39,100
35,2017-07-24T07:35:03.586Z,142.29,996.31,16,29.22,43,100
35,2017-07-24T07:40:03.358Z,141.87,996.32,16,29.08,43,100
35,2017-07-24T07:45:02.779Z,141.41,996.37,16,29.21,43,100
38,2017-07-24T07:50:03.292Z,141.67,996.39,16,28.71,43,100
38,2017-07-24T07:55:03.711Z,141.83,996.31,16,28.64,43,100
38,2017-07-24T08:00:03.587Z,141.99,996.28,16,28.39,43,100
37,2017-07-24T08:05:03.001Z,142.17,996.32,18,28.68,41,100
37,2017-07-24T08:10:12.810Z,142.95,996.19,18,28.83,41,100
40,2017-07-24T08:15:03.312Z,142.85,996.2,19,29.13,50,100
36,2017-07-24T08:20:02.981Z,142.59,996.24,16,29.44,45,100
36,2017-07-24T08:25:03.576Z,143.02,996.18,16,29.21,45,100
38,2017-07-24T08:30:03.162Z,143.27,996.1,15,29.4,44,100
42,2017-07-24T08:35:03.893Z,143.44,996.14,17,29.01,49,100
42,2017-07-24T08:40:13.862Z,143.59,996.09,17,29.11,49,100
42,2017-07-24T08:45:03.309Z,144,996.11,19,28.84,46,100
43,2017-07-24T08:50:02.832Z,144.27,996.06,18,29.17,50,100
43,2017-07-24T08:55:03.273Z,144.32,996.02,18,29.32,50,100
34,2017-07-24T09:00:03.724Z,144.04,996.09,13,29.11,38,100
34,2017-07-24T09:05:03.254Z,143.88,996.1,13,29.4,39,100
34,2017-07-24T09:10:03.217Z,143.13,996.22,13,29.24,39,100
27,2017-07-24T09:15:03.834Z,143.29,996.17,10,29.28,31,100
31,2017-07-24T09:20:03.475Z,143.14,996.18,16,29.22,40,100
31,2017-07-24T09:25:02.975Z,142.94,996.2,16,29.28,40,100
32,2017-07-24T09:30:03.517Z,143.13,996.15,13,29.31,36,100
30,2017-07-24T09:35:03.062Z,142.79,996.19,12,29.24,32,100
30,2017-07-24T09:40:02.771Z,142.88,996.19,12,29.32,32,100
28,2017-07-24T09:45:03.433Z,143.08,996.2,9,29.27,33,100
31,2017-07-24T09:50:02.963Z,142.91,996.18,13,29.05,39,100
31,2017-07-24T09:55:03.388Z,142.6,996.24,13,29.19,39,100
32,2017-07-24T10:00:02.931Z,142.66,996.22,12,29.2,40,100
43,2017-07-24T10:05:03.559Z,142.43,996.3,17,29.21,51,100
43,2017-07-24T10:10:13.731Z,141.66,996.31,17,29.22,51,100
40,2017-07-24T10:15:03.323Z,141.72,996.41,16,29.21,45,100
34,2017-07-24T10:20:03.019Z,141.63,996.37,18,28.03,37,100
34,2017-07-24T10:25:13.732Z,140.89,996.46,18,27.81,37,100
40,2017-07-24T10:30:03.167Z,140.72,996.46,17,28,46,100
38,2017-07-24T10:35:03.867Z,141.03,996.48,16,27.97,45,100
38,2017-07-24T10:40:03.707Z,139.59,996.6,16,28.11,45,100
40,2017-07-24T10:45:03.226Z,139.51,996.56,15,27.73,46,100
45,2017-07-24T10:50:03.777Z,138.65,996.64,22,27.75,59,100
45,2017-07-24T10:55:03.306Z,139.1,996.69,22,27.71,59,100
38,2017-07-24T11:00:03.835Z,139.38,996.69,16,27.62,44,100
49,2017-07-24T11:05:03.578Z,139.19,996.64,23,27.41,56,100
49,2017-07-24T11:10:03.396Z,139.27,996.65,23,27.58,56,100
41,2017-07-24T11:15:03.023Z,139.16,996.61,20,27.86,50,100
41,2017-07-24T11:20:03.704Z,138.07,996.73,17,27.54,47,100
41,2017-07-24T11:25:03.301Z,137.88,996.78,17,27.36,47,100
45,2017-07-24T11:30:03.862Z,137.1,996.8,21,27.42,56,100
42,2017-07-24T11:35:03.465Z,136.91,996.87,16,27.62,48,100
42,2017-07-24T11:40:13.327Z,136.86,996.89,16,28.33,48,100
41,2017-07-24T11:45:02.772Z,136.58,996.91,18,28.42,48,100
40,2017-07-24T11:50:03.165Z,135.63,997.03,18,28.59,46,100
40,2017-07-24T11:55:03.705Z,135.27,997.1,18,28.28,46,100
40,2017-07-24T12:00:03.230Z,135.42,997.09,17,28.48,44,100
43,2017-07-24T12:05:03.775Z,134.69,997.17,19,28.47,51,100
43,2017-07-24T12:10:03.449Z,134.14,997.23,19,28.56,51,100
34,2017-07-24T12:15:02.896Z,133.79,997.29,16,28.65,40,100
35,2017-07-24T12:20:03.334Z,133.46,997.32,14,28.64,38,100
35,2017-07-24T12:25:03.915Z,132.83,997.46,14,28.57,38,100
35,2017-07-24T12:30:04.187Z,132.35,997.54,14,28.63,38,100
36,2017-07-24T12:35:03.780Z,132.67,997.48,15,28.65,42,100
36,2017-07-24T12:40:03.747Z,132.31,997.42,15,28.66,42,100
36,2017-07-24T12:45:03.237Z,132.96,997.4,15,28.63,42,100
37,2017-07-24T12:50:03.680Z,132.61,997.45,18,28.62,41,100
37,2017-07-24T12:55:03.207Z,132.1,997.53,18,28.58,41,100
37,2017-07-24T13:00:03.795Z,131.54,997.6,18,28.68,41,100
38,2017-07-24T13:05:03.284Z,132.5,997.45,17,28.6,42,100
38,2017-07-24T13:10:03.341Z,133.02,997.38,17,28.58,42,100
38,2017-07-24T13:15:02.933Z,133.86,997.36,17,28.54,42,100
35,2017-07-24T13:20:03.601Z,133.78,997.36,15,28.58,40,100
35,2017-07-24T13:25:03.002Z,133.92,997.28,15,28.56,40,100
35,2017-07-24T13:30:03.443Z,133.84,997.23,15,28.29,40,100
40,2017-07-24T13:35:02.971Z,133.57,997.34,19,28.43,48,100
40,2017-07-24T13:40:03.821Z,132.96,997.41,19,28.53,48,100
40,2017-07-24T13:45:03.363Z,132.84,997.35,19,28.52,48,100
40,2017-07-24T13:50:02.792Z,132.56,997.49,19,28.34,45,100
40,2017-07-24T13:55:03.520Z,131.73,997.6,19,28.48,45,100
40,2017-07-24T14:00:02.902Z,131.33,997.6,19,28.36,45,100
36,2017-07-24T14:05:03.320Z,131.39,997.55,17,28.35,43,100
36,2017-07-24T14:10:03.217Z,133.2,997.38,17,28.44,43,100
38,2017-07-24T14:15:03.765Z,133.47,997.32,16,28.09,42,100
37,2017-07-24T14:20:03.299Z,134.08,997.25,13,28.27,45,100
37,2017-07-24T14:25:03.884Z,134.14,997.27,13,27.9,45,100
41,2017-07-24T14:30:03.457Z,134.91,997.14,16,28.36,47,100
37,2017-07-24T14:35:03.099Z,134.68,997.18,18,27.92,42,100
37,2017-07-24T14:40:02.910Z,135.24,997.1,18,27.45,42,100
45,2017-07-24T14:45:03.357Z,134.89,997.11,18,27.55,55,100
48,2017-07-24T14:50:02.775Z,134.12,997.23,20,27.78,56,100
48,2017-07-24T14:55:03.325Z,134.81,997.15,20,27.65,56,100
39,2017-07-24T15:00:03.873Z,134.74,997.19,18,27.93,46,100
45,2017-07-24T15:05:03.495Z,135.07,997.16,21,27.88,52,100
45,2017-07-24T15:10:03.326Z,135.41,997.07,21,27.67,52,100
59,2017-07-24T15:15:13.735Z,135.58,997.04,29,27.53,65,100
51,2017-07-24T15:20:03.396Z,136.45,997.03,23,27.41,59,100
51,2017-07-24T15:25:02.816Z,135.63,997.14,23,27.84,59,100
44,2017-07-24T15:30:03.462Z,135.39,997.07,21,27.52,56,100
56,2017-07-24T15:35:03.832Z,136.4,996.98,24,27.53,66,100
56,2017-07-24T15:40:03.481Z,134.95,997.13,24,27.64,66,100
43,2017-07-24T15:45:02.857Z,135.16,997.15,15,27.59,52,100
53,2017-07-24T15:50:03.290Z,135.21,997.1,24,27.77,64,100
53,2017-07-24T15:55:03.717Z,136.35,997.02,24,27.35,64,100
41,2017-07-24T16:00:03.148Z,136.76,996.95,18,27.59,49,100
52,2017-07-24T16:05:03.606Z,136.9,996.89,24,27.52,67,100
52,2017-07-24T16:10:03.267Z,137.22,996.9,24,27.6,67,100
53,2017-07-24T16:15:03.679Z,137.81,996.83,25,27.64,66,100
50,2017-07-24T16:20:03.337Z,137.4,996.84,23,27.27,66,100
50,2017-07-24T16:25:02.739Z,136.96,996.91,23,27.77,66,100
50,2017-07-24T16:30:03.187Z,137.52,996.85,23,27.65,66,100
53,2017-07-24T16:35:03.668Z,136.88,996.85,23,27.62,69,100
53,2017-07-24T16:40:03.675Z,136.59,996.9,23,27.78,69,100
53,2017-07-24T16:45:03.390Z,137.72,996.8,23,27.77,69,100
52,2017-07-24T16:50:02.917Z,138.29,996.76,19,27.07,59,100
52,2017-07-24T16:55:03.462Z,137.92,996.74,19,28.09,59,100
52,2017-07-24T17:00:03.089Z,137.81,996.82,19,28.26,59,100
46,2017-07-24T17:05:03.633Z,137.85,996.87,24,27.81,54,100
46,2017-07-24T17:10:03.465Z,137.21,996.87,24,28.26,54,100
35,2017-07-24T17:15:03.093Z,137.36,996.83,14,28.1,42,100
38,2017-07-24T17:20:03.634Z,137.56,996.8,15,28.08,49,100
38,2017-07-24T17:25:03.161Z,137.42,996.78,15,28.08,49,100
44,2017-07-24T17:30:03.710Z,137.54,996.84,16,28.22,50,100
34,2017-07-24T17:35:03.374Z,137.18,996.83,13,27.9,38,100
34,2017-07-24T17:40:03.267Z,137.88,996.78,13,27.75,38,100
50,2017-07-24T17:45:03.918Z,139.55,996.61,21,27.77,65,100
49,2017-07-24T17:50:03.544Z,140.57,996.45,21,27.7,57,100
49,2017-07-24T17:55:13.409Z,140.9,996.43,21,27.47,57,100
49,2017-07-24T18:00:03.748Z,140.95,996.41,21,27.68,57,100
41,2017-07-24T18:05:03.236Z,140.83,996.39,15,28.06,44,100
41,2017-07-24T18:10:03.067Z,141.44,996.45,15,27.93,44,100
41,2017-07-24T18:15:03.720Z,141.39,996.36,15,27.99,44,100
50,2017-07-24T18:20:13.590Z,141.85,996.35,21,28.06,59,100
50,2017-07-24T18:25:03.316Z,142.16,996.32,21,27.48,59,100
50,2017-07-24T18:30:04.028Z,142.13,996.3,21,27.42,59,100
49,2017-07-24T18:35:03.661Z,142.5,996.25,23,27.44,57,100
49,2017-07-24T18:40:03.499Z,142.99,996.16,23,27.54,57,100
49,2017-07-24T18:45:03.022Z,142.99,996.22,23,27.36,57,100
46,2017-07-24T18:50:03.556Z,142.75,996.2,20,27.32,57,100
46,2017-07-24T18:55:02.982Z,142.36,996.23,20,27.58,57,100
46,2017-07-24T19:00:03.528Z,141.58,996.33,20,27.15,57,100
56,2017-07-24T19:05:03.044Z,141.44,996.34,26,27.33,66,100
56,2017-07-24T19:10:03.797Z,141.14,996.43,26,27.09,66,100
56,2017-07-24T19:15:03.320Z,141.33,996.38,26,27.08,66,100
56,2017-07-24T19:20:02.946Z,141.06,996.45,23,27.2,65,100
56,2017-07-24T19:25:03.285Z,140.77,996.54,23,26.83,65,100
56,2017-07-24T19:30:03.947Z,139.56,996.56,23,27.47,65,100
53,2017-07-24T19:35:03.563Z,139.02,996.65,22,27.32,66,100
53,2017-07-24T19:40:03.397Z,138.22,996.77,22,27.32,66,100
53,2017-07-24T19:45:03.023Z,137.02,996.9,22,27.62,66,100
55,2017-07-24T19:50:03.570Z,136.93,996.94,23,27.46,73,100
55,2017-07-24T19:55:03.097Z,137.06,996.88,23,27.13,73,100
55,2017-07-24T20:00:03.495Z,136.29,996.98,23,27.15,73,100
58,2017-07-24T20:05:03.173Z,136.01,997.03,24,26.97,74,100
58,2017-07-24T20:10:03.086Z,136.19,996.98,24,26.99,74,100
58,2017-07-24T20:15:04.008Z,136.52,997.05,24,26.94,74,100
63,2017-07-24T20:20:03.592Z,135.45,997.07,24,27.01,82,100
63,2017-07-24T20:25:03.309Z,134.76,997.19,24,27.05,82,100
63,2017-07-24T20:30:03.866Z,134.46,997.19,24,26.84,82,100
64,2017-07-24T20:35:03.471Z,134.35,997.22,33,26.65,79,100
64,2017-07-24T20:40:03.404Z,133.77,997.3,33,26.79,79,100
64,2017-07-24T20:45:03.604Z,132.37,997.48,33,27.16,79,100
51,2017-07-24T20:50:03.025Z,131.05,997.61,22,27.38,62,100
51,2017-07-24T20:55:03.508Z,130.12,997.67,22,27.51,62,100
51,2017-07-24T21:00:03.127Z,130.33,997.78,22,27.52,62,100
56,2017-07-24T21:05:03.570Z,129.57,997.75,20,27.24,61,100
56,2017-07-24T21:10:03.404Z,129.49,997.79,20,26.84,61,100
56,2017-07-24T21:15:02.768Z,130.33,997.72,20,26.95,61,100
59,2017-07-24T21:20:03.578Z,130.61,997.68,26,26.56,69,100
59,2017-07-24T21:25:03.201Z,131.53,997.62,26,26.38,69,100
59,2017-07-24T21:30:03.343Z,130.92,997.67,26,26.97,69,100
59,2017-07-24T21:35:03.069Z,130.34,997.63,23,27.24,72,100
59,2017-07-24T21:40:03.025Z,130.68,997.65,23,27.35,72,100
59,2017-07-24T21:45:03.651Z,130.97,997.57,23,27.42,72,100
59,2017-07-24T21:50:03.172Z,131.32,997.55,25,27.84,71,100
