PM25,date,alt,atm,PM1,temp,PM10,humid
39,2017-07-29T11:55:03.256Z,99.71,1001.31,18,28.08,40,100
39,2017-07-29T12:00:03.904Z,99.85,1001.26,18,28.11,40,100
39,2017-07-29T12:05:03.532Z,99.26,1001.38,18,28.12,40,100
39,2017-07-29T12:10:03.683Z,99.49,1001.38,18,28.05,40,100
23,2017-07-29T12:15:03.188Z,99.42,1001.38,12,28.13,23,100
23,2017-07-29T12:20:03.838Z,99.5,1001.36,12,27.98,23,100
23,2017-07-29T12:25:03.365Z,99.14,1001.44,12,27.97,23,100
29,2017-07-29T12:30:02.987Z,98.6,1001.47,14,27.74,29,100
29,2017-07-29T12:35:03.435Z,98.12,1001.55,14,27.72,29,100
29,2017-07-29T12:40:03.110Z,97.25,1001.62,14,27.73,29,100
5,2017-07-29T12:45:03.895Z,97.57,1001.6,2,27.4,5,100
5,2017-07-29T12:50:03.573Z,97.77,1001.53,2,27.46,5,100
8,2017-07-29T12:55:03.161Z,96.89,1001.66,2,27.56,8,100
10,2017-07-29T13:00:03.766Z,97.25,1001.62,2,27.5,10,100
10,2017-07-29T13:05:03.440Z,96.98,1001.64,2,27.54,10,100
13,2017-07-29T13:10:03.372Z,97.05,1001.61,4,27.38,13,100
4,2017-07-29T13:15:02.785Z,97.42,1001.67,2,27.59,5,100
4,2017-07-29T13:20:03.562Z,97.66,1001.58,2,27.42,5,100
18,2017-07-29T13:25:02.909Z,96.94,1001.63,6,27.57,19,100
11,2017-07-29T13:30:03.410Z,97.69,1001.53,5,27.23,12,100
11,2017-07-29T13:35:02.826Z,97.35,1001.59,5,27.3,12,100
7,2017-07-29T13:40:03.603Z,97.27,1001.62,1,27.22,7,100
6,2017-07-29T13:45:03.200Z,98.25,1001.53,2,27.19,6,100
6,2017-07-29T13:50:03.711Z,97.92,1001.55,2,27.02,6,100
8,2017-07-29T13:55:03.271Z,98.21,1001.57,2,27.14,8,100
9,2017-07-29T14:00:03.975Z,97.28,1001.64,2,27,9,100
9,2017-07-29T14:05:17.436Z,97.19,1001.63,2,27.19,9,100
11,2017-07-29T14:10:03.491Z,97.91,1001.6,3,27,11,100
15,2017-07-29T14:15:03.109Z,98.42,1001.52,6,27.28,15,100
15,2017-07-29T14:20:03.708Z,97.76,1001.52,6,27.03,15,100
9,2017-07-29T14:25:03.272Z,97.63,1001.53,2,26.9,9,100
16,2017-07-29T14:30:03.820Z,96.98,1001.65,7,26.9,17,100
16,2017-07-29T14:35:03.446Z,97.14,1001.68,7,26.8,17,100
5,2017-07-29T14:40:03.378Z,97.24,1001.69,0,26.9,5,100
8,2017-07-29T14:45:02.707Z,97.04,1001.64,4,26.73,8,100
8,2017-07-29T14:50:03.128Z,96.69,1001.66,4,26.88,8,100
9,2017-07-29T14:55:03.715Z,96.54,1001.75,2,26.76,12,100
5,2017-07-29T15:40:29.277Z,97.33,1001.6,3,26.34,5,100
5,2017-07-29T15:45:03.672Z,97.38,1001.64,1,26.39,6,100
3,2017-07-29T15:50:03.247Z,98.03,1001.5,0,26.43,4,100
3,2017-07-29T15:55:03.897Z,99.08,1001.37,0,26.38,4,100
3,2017-07-29T16:00:03.431Z,99.7,1001.36,0,26.39,4,100
12,2017-07-29T16:05:02.840Z,99.6,1001.33,5,26.67,13,100
12,2017-07-29T16:10:03.796Z,98.95,1001.37,5,26.6,13,100
12,2017-07-29T16:15:03.332Z,99.43,1001.34,5,26.43,13,100
12,2017-07-29T16:20:02.864Z,99.88,1001.34,5,26.34,13,100
12,2017-07-29T16:25:03.493Z,99.81,1001.31,5,26.43,13,100
12,2017-07-29T16:30:02.939Z,100.3,1001.26,5,26.54,13,100
12,2017-07-29T16:35:03.461Z,100.35,1001.27,5,26.47,13,100
12,2017-07-29T16:40:03.396Z,100.29,1001.26,5,26.38,13,100
12,2017-07-29T16:45:02.930Z,99.84,1001.29,5,26.46,13,100
12,2017-07-29T16:50:03.574Z,100.53,1001.26,5,26.47,13,100
12,2017-07-29T16:55:03.193Z,99.91,1001.22,5,26.37,13,100
12,2017-07-29T17:00:03.739Z,100.27,1001.26,5,26.48,13,100
12,2017-07-29T17:05:03.265Z,100.25,1001.21,5,26.34,13,100
12,2017-07-29T17:10:03.090Z,100.2,1001.22,5,26.55,13,100
12,2017-07-29T17:15:03.741Z,100.99,1001.23,5,26.52,13,100
12,2017-07-29T17:20:03.472Z,101.46,1001.1,5,26.33,13,100
12,2017-07-29T17:25:03.008Z,101.61,1001.16,5,26.37,13,100
12,2017-07-29T17:30:03.440Z,100.99,1001.22,5,26.65,13,100
12,2017-07-29T17:35:02.854Z,100.83,1001.21,5,26.54,13,100
12,2017-07-29T17:40:03.715Z,101.47,1001.15,5,26.43,13,100
12,2017-07-29T17:45:18.014Z,102.1,1001.07,5,26.42,13,100
12,2017-07-29T17:50:03.475Z,103.46,1000.93,5,26.29,13,100
12,2017-07-29T17:55:02.898Z,103.09,1000.93,5,26.07,13,100
12,2017-07-29T18:00:03.547Z,103.72,1000.9,5,26.17,13,100
12,2017-07-29T18:05:02.969Z,102.69,1000.96,5,26.13,13,100
12,2017-07-29T18:10:02.775Z,102.54,1001.01,5,25.89,13,100
12,2017-07-29T18:15:03.243Z,103.43,1000.91,5,25.99,13,100
12,2017-07-29T18:20:03.786Z,103.1,1000.9,5,26.08,13,100
12,2017-07-29T18:25:03.210Z,103.78,1000.83,5,26.12,13,100
12,2017-07-29T18:30:03.861Z,103.07,1000.92,5,25.98,13,100
12,2017-07-29T18:35:03.488Z,102.78,1001,5,25.87,13,100
12,2017-07-29T18:40:03.416Z,102.56,1001.01,5,25.8,13,100
6,2017-07-29T18:45:02.838Z,102.27,1001.02,0,25.69,7,100
6,2017-07-29T18:50:03.279Z,102.11,1001.06,0,25.92,7,100
7,2017-07-29T18:55:03.825Z,102.27,1001.02,2,25.74,7,100
8,2017-07-29T19:00:03.348Z,101.07,1001.14,2,25.98,8,100
8,2017-07-29T19:05:02.779Z,101.5,1001.15,2,25.95,8,100
6,2017-07-29T19:10:03.623Z,101.72,1001.08,1,25.8,6,100
9,2017-07-29T19:15:03.350Z,101.47,1001.11,5,25.81,9,100
9,2017-07-29T19:20:03.079Z,101.9,1001.11,5,25.97,9,100
7,2017-07-29T19:25:03.731Z,102.73,1000.96,1,25.94,7,100
9,2017-07-29T19:30:03.160Z,102.82,1000.96,3,25.99,10,100
9,2017-07-29T19:35:03.697Z,102.01,1001.02,3,26.09,10,100
8,2017-07-29T19:40:03.486Z,102.1,1001.01,1,25.75,8,100
10,2017-07-29T19:45:03.085Z,102.04,1001.01,4,25.68,10,100
10,2017-07-29T19:50:03.499Z,101.57,1001.07,4,26.06,10,100
8,2017-07-29T19:55:02.910Z,101.04,1001.17,3,26.15,9,100
10,2017-07-29T20:00:03.386Z,101.97,1001.1,2,26.01,10,100
10,2017-07-29T20:05:02.887Z,101.36,1001.14,2,25.9,10,100
7,2017-07-29T20:10:03.639Z,101.3,1001.08,1,26.02,11,100
12,2017-07-29T20:15:03.161Z,101.62,1001.07,4,25.76,13,100
12,2017-07-29T20:20:03.707Z,101.91,1001.07,4,25.79,13,100
12,2017-07-29T20:25:03.226Z,101.98,1001.09,5,25.74,13,100
11,2017-07-29T20:30:03.879Z,100.3,1001.27,2,25.92,12,100
11,2017-07-29T20:35:03.298Z,99.32,1001.4,2,26.24,12,100
11,2017-07-29T20:40:03.126Z,98.99,1001.39,4,26.02,13,100
13,2017-07-29T20:45:03.570Z,98.99,1001.4,4,25.83,13,100
13,2017-07-29T20:50:03.302Z,98.31,1001.48,4,25.68,13,100
13,2017-07-29T20:55:04.700Z,97.41,1001.61,4,25.8,13,100
20,2017-07-29T21:00:03.267Z,97.27,1001.64,7,26.43,21,100
20,2017-07-29T21:05:03.815Z,97.12,1001.65,7,25.85,21,100
20,2017-07-29T21:10:17.986Z,97.59,1001.49,7,26.49,21,100
12,2017-07-29T21:15:03.686Z,98.65,1001.46,4,25.82,14,100
12,2017-07-29T21:20:03.304Z,99.59,1001.33,4,25.81,14,100
12,2017-07-29T21:25:03.851Z,99.55,1001.32,4,25.93,14,100
11,2017-07-29T21:30:03.274Z,98.96,1001.46,3,25.68,13,100
11,2017-07-29T21:35:03.712Z,97.58,1001.54,3,25.82,13,100
11,2017-07-29T21:40:03.407Z,97.54,1001.63,3,25.69,13,100
15,2017-07-29T21:45:02.965Z,97.27,1001.68,6,25.65,20,100
15,2017-07-29T21:50:03.314Z,97.23,1001.63,6,25.8,20,100
11,2017-07-29T21:55:03.752Z,96.32,1001.7,3,25.76,13,100
17,2017-07-29T22:00:03.379Z,96.02,1001.77,10,25.8,20,100
17,2017-07-29T22:05:03.005Z,96.4,1001.73,10,25.85,20,100
12,2017-07-29T22:10:02.831Z,96.68,1001.71,3,25.71,14,100
13,2017-07-29T22:15:03.482Z,96.79,1001.71,7,26.14,15,100
13,2017-07-29T22:20:03.103Z,96.65,1001.74,7,25.95,15,100
17,2017-07-29T22:25:03.753Z,95.96,1001.82,7,26.29,19,100
12,2017-07-29T22:30:03.382Z,95.24,1001.82,4,26.21,13,100
12,2017-07-29T22:35:02.796Z,94.82,1001.96,4,26.21,13,100
12,2017-07-29T22:40:03.762Z,93.48,1002,4,26.39,13,100
13,2017-07-29T22:45:03.488Z,94.31,1001.94,4,26.39,16,100
13,2017-07-29T22:50:03.112Z,94.52,1001.93,4,26.53,16,100
13,2017-07-29T22:55:03.758Z,94.65,1001.89,4,26.42,16,100
23,2017-07-29T23:00:03.301Z,95.43,1001.87,9,26.56,28,100
23,2017-07-29T23:05:03.831Z,95.28,1001.88,9,26.48,28,100
23,2017-07-29T23:10:03.760Z,95.1,1001.9,9,26.76,28,100
21,2017-07-29T23:15:03.203Z,94.98,1001.92,8,27.14,26,100
21,2017-07-29T23:20:03.935Z,94.94,1001.89,8,27.17,26,100
21,2017-07-29T23:25:03.560Z,95.34,1001.87,8,27.49,26,100
27,2017-07-29T23:30:03.186Z,94.28,1001.96,9,27,31,100
27,2017-07-29T23:35:03.629Z,93.68,1002.05,9,26.71,31,100
27,2017-07-29T23:40:03.359Z,93.52,1001.98,9,26.59,31,100
26,2017-07-29T23:45:02.985Z,93.39,1002.04,10,27.02,31,100
26,2017-07-29T23:50:03.534Z,92.85,1002.12,10,26.83,31,100
26,2017-07-29T23:55:03.261Z,93.68,1002.04,10,27.23,31,100
35,2017-07-30T00:00:03.910Z,93.33,1002.05,17,27.19,41,100
35,2017-07-30T00:05:03.639Z,93.11,1002.13,17,26.89,41,100
35,2017-07-30T00:10:03.672Z,93.06,1002.12,17,27.12,41,100
40,2017-07-30T00:15:03.296Z,92.91,1002.17,17,27.6,47,100
40,2017-07-30T00:20:02.920Z,92.37,1002.25,17,27.67,47,100
40,2017-07-30T00:25:03.573Z,92.18,1002.22,17,27.63,47,100
46,2017-07-30T00:30:03.301Z,91.99,1002.24,18,27.69,52,100
46,2017-07-30T00:35:03.944Z,91.18,1002.32,18,28.16,52,100
46,2017-07-30T00:40:03.881Z,92.07,1002.27,18,27.97,52,100
49,2017-07-30T00:45:03.308Z,91.57,1002.3,20,27.92,59,100
49,2017-07-30T00:50:03.947Z,91.07,1002.36,20,28.54,59,100
46,2017-07-30T00:55:03.621Z,91.53,1002.28,20,28.29,50,100
46,2017-07-30T01:00:03.366Z,91.17,1002.33,20,28.34,57,100
46,2017-07-30T01:05:03.048Z,91.7,1002.28,20,28.73,57,100
39,2017-07-30T01:10:03.066Z,92.87,1002.19,16,28.44,46,100
42,2017-07-30T01:15:03.514Z,93.2,1002.16,21,29.49,49,100
42,2017-07-30T01:20:03.136Z,92.77,1002.1,21,29.2,49,100
36,2017-07-30T01:25:03.682Z,92.83,1002.13,18,29.43,40,100
33,2017-07-30T01:30:03.410Z,93.16,1002.12,14,29.31,38,100
33,2017-07-30T01:35:02.833Z,94.64,1001.95,14,30.75,38,93.95
33,2017-07-30T01:40:03.785Z,94.5,1001.97,12,30.79,42,94.82
33,2017-07-30T01:45:03.404Z,95.74,1001.82,14,30.11,35,93.32
33,2017-07-30T01:50:03.134Z,95.23,1001.91,14,31.66,35,89.28
33,2017-07-30T01:55:03.829Z,94.46,1001.95,12,31.55,36,89.24
33,2017-07-30T02:00:03.515Z,94.99,1001.86,15,31.23,38,88.59
33,2017-07-30T02:05:17.379Z,96.17,1001.77,15,30.92,38,89.04
30,2017-07-30T02:10:03.173Z,95.85,1001.77,13,30.58,37,89.89
32,2017-07-30T02:15:03.721Z,97.61,1001.59,14,31.15,35,88.44
32,2017-07-30T02:20:03.559Z,96.84,1001.6,14,31.21,35,87.93
31,2017-07-30T02:25:03.281Z,97.76,1001.57,14,32.06,39,85.85
32,2017-07-30T02:30:03.828Z,98.25,1001.47,16,31.88,36,83.47
32,2017-07-30T02:35:03.453Z,99.25,1001.34,16,31.57,36,81.58
33,2017-07-30T02:40:17.074Z,100.2,1001.29,14,32.14,39,79.07
30,2017-07-30T02:45:03.730Z,99.13,1001.36,13,32.08,34,79.11
30,2017-07-30T02:50:03.457Z,98.79,1001.41,13,31.2,34,81.25
31,2017-07-30T02:55:03.046Z,100.01,1001.28,14,31.95,36,80.05
31,2017-07-30T03:00:03.527Z,100.99,1001.19,12,32.64,34,78.41
31,2017-07-30T03:05:03.153Z,100.7,1001.22,12,34.58,34,71.63
27,2017-07-30T03:10:02.924Z,100.6,1001.2,14,32.22,28,79.52
26,2017-07-30T03:15:03.536Z,100.32,1001.3,12,32.3,31,78.48
26,2017-07-30T03:20:03.254Z,100.02,1001.25,12,31.81,31,80.36
28,2017-07-30T03:25:03.807Z,100.87,1001.17,13,32.82,33,78.27
33,2017-07-30T03:30:03.227Z,100.68,1001.21,15,33.47,35,74.47
33,2017-07-30T03:35:03.597Z,101.87,1001.11,15,33.64,35,73.28
33,2017-07-30T03:40:03.604Z,100.7,1001.2,12,33.18,38,76.65
35,2017-07-30T03:45:03.019Z,100.72,1001.19,19,32.58,39,79.84
35,2017-07-30T03:50:03.570Z,100.26,1001.27,19,32.29,39,77.21
27,2017-07-30T03:55:03.191Z,100.64,1001.22,12,33.81,31,72.95
26,2017-07-30T04:00:03.636Z,101.2,1001.13,14,32.11,30,82.52
26,2017-07-30T04:05:03.059Z,101.31,1001.1,14,31.98,30,82.56
25,2017-07-30T04:10:02.991Z,101.97,1001.08,10,32.22,29,81.57
27,2017-07-30T04:15:03.538Z,102.43,1001.03,14,32,31,82.91
27,2017-07-30T04:20:03.363Z,102.18,1001.07,14,33.8,31,78.73
31,2017-07-30T04:25:02.783Z,101.73,1001.01,11,33.12,36,79.34
34,2017-07-30T04:30:03.332Z,102.12,1001.03,14,32.46,36,80.92
34,2017-07-30T04:35:03.873Z,102.82,1000.97,14,33.86,36,75.05
33,2017-07-30T04:40:03.709Z,102.67,1000.96,14,33.13,37,79.5
28,2017-07-30T04:45:03.127Z,102.72,1001.01,12,33.51,31,76.79
28,2017-07-30T04:50:03.672Z,102.75,1000.93,12,33.02,31,79.39
28,2017-07-30T04:55:03.837Z,102.76,1001,12,33.45,31,79.35
29,2017-07-30T05:00:03.466Z,102.53,1001.01,13,32.58,31,81.81
29,2017-07-30T05:05:02.883Z,102.78,1000.97,13,32.22,31,83.01
29,2017-07-30T05:10:03.742Z,103.26,1000.87,13,32.93,31,80.97
27,2017-07-30T05:15:03.164Z,103.83,1000.84,11,33.17,28,80.35
27,2017-07-30T05:20:03.676Z,104.25,1000.85,11,34.29,28,76.38
27,2017-07-30T05:25:03.101Z,104.34,1000.77,11,34.81,28,74
29,2017-07-30T05:30:03.545Z,104.86,1000.75,13,34.56,32,74.97
29,2017-07-30T05:35:03.167Z,104.11,1000.77,13,34.47,32,73.9
29,2017-07-30T05:40:03.102Z,104.91,1000.67,13,34.21,32,72.05
26,2017-07-30T05:45:03.847Z,105.98,1000.6,14,33.97,29,71.18
26,2017-07-30T05:50:03.275Z,107.05,1000.54,14,33.59,29,74.8
26,2017-07-30T05:55:03.821Z,107.37,1000.4,14,34.02,29,75.27
27,2017-07-30T06:00:03.447Z,108.3,1000.31,13,34.01,29,74.05
27,2017-07-30T06:05:18.075Z,108.95,1000.19,13,33.25,29,75.88
27,2017-07-30T06:10:02.999Z,108.87,1000.26,13,34.27,29,70.63
26,2017-07-30T06:15:03.549Z,109.12,1000.22,10,34.87,29,70.19
26,2017-07-30T06:20:03.176Z,109.44,1000.17,10,33.61,29,73.66
26,2017-07-30T06:25:03.621Z,109.12,1000.24,10,33.93,29,73.19
26,2017-07-30T06:30:03.039Z,109.9,1000.08,12,32.66,30,79.32
26,2017-07-30T06:35:03.597Z,110.02,1000.07,12,33.43,30,75.06
26,2017-07-30T06:40:03.624Z,110.12,1000.03,12,33.67,30,75.06
27,2017-07-30T06:45:03.250Z,110.08,1000.08,11,33.2,29,77.13
27,2017-07-30T06:50:03.910Z,110.18,1000.08,11,33.56,29,73.76
27,2017-07-30T06:55:04.011Z,109.87,1000.16,11,33.37,29,69.3
20,2017-07-30T07:00:03.662Z,110.59,1000.02,10,32.9,20,74.84
20,2017-07-30T07:05:03.925Z,110.25,1000.11,10,32.91,20,74.52
20,2017-07-30T07:10:18.355Z,110.5,1000.06,10,32.69,20,75.48
24,2017-07-30T07:15:02.854Z,110.78,999.99,15,32.26,28,78.2
24,2017-07-30T07:20:03.389Z,110.72,1e3,15,32.73,28,75.94
24,2017-07-30T07:25:03.150Z,111.31,999.93,15,32.25,28,79.13
26,2017-07-30T07:30:03.609Z,110.48,1000.03,8,32.48,27,78.14
26,2017-07-30T07:35:03.213Z,110.25,1000.05,8,32.29,27,78.51
26,2017-07-30T07:40:03.153Z,110.95,1000.01,8,32.67,27,76.75
28,2017-07-30T07:45:03.873Z,110.17,1000.06,9,32.29,32,76.67
28,2017-07-30T07:50:03.603Z,109.88,1000.12,9,31.96,32,79.78
28,2017-07-30T07:55:03.226Z,109.96,1000.15,9,31.76,32,80.93
29,2017-07-30T08:00:03.789Z,109.44,1000.25,13,31.24,33,83.22
29,2017-07-30T08:05:17.129Z,109.26,1000.19,13,31.43,33,82.18
29,2017-07-30T08:10:03.036Z,109.24,1000.11,13,31.54,33,81.34
29,2017-07-30T08:15:03.573Z,109.76,1000.12,13,31.82,33,81.59
29,2017-07-30T08:20:03.302Z,109.58,1000.17,13,31.51,33,82.08
22,2017-07-30T08:25:03.951Z,109.37,1000.17,11,31.46,26,82.71
22,2017-07-30T08:30:16.945Z,108.49,1000.28,11,31.47,26,82.22
22,2017-07-30T08:35:03.317Z,109.12,1000.21,11,31.42,26,82.53
18,2017-07-30T08:40:03.397Z,108.81,1000.32,8,31.25,21,83.75
18,2017-07-30T08:45:02.962Z,108.07,1000.35,8,31.18,21,84.4
18,2017-07-30T08:50:03.350Z,107.58,1000.41,8,30.82,21,85.71
18,2017-07-30T08:55:03.747Z,106.59,1000.53,9,30.73,23,85.8
18,2017-07-30T09:00:03.374Z,105.5,1000.53,9,30.94,23,84.9
18,2017-07-30T09:05:03.000Z,105.77,1000.62,9,30.64,23,86
21,2017-07-30T09:10:02.832Z,106.05,1000.54,11,30.89,24,85.09
21,2017-07-30T09:15:03.481Z,106.4,1000.57,11,30.75,24,85.38
21,2017-07-30T09:20:03.106Z,105.7,1000.69,11,30.68,24,85.94
23,2017-07-30T09:25:03.655Z,105.42,1000.64,10,30.6,26,86.49
23,2017-07-30T09:30:03.187Z,105.11,1000.67,10,30.6,26,86.79
23,2017-07-30T09:35:03.819Z,105.09,1000.71,10,30.55,26,87.61
20,2017-07-30T09:40:03.502Z,105.17,1000.67,10,30.62,23,87.29
17,2017-07-30T09:45:03.075Z,104.42,1000.71,6,30.43,21,89.47
17,2017-07-30T09:50:03.550Z,104.91,1000.68,6,30.79,21,87.61
18,2017-07-30T09:55:02.948Z,104.75,1000.73,9,30.51,20,89.46
18,2017-07-30T10:00:03.487Z,104.42,1000.8,6,30.56,19,89.46
18,2017-07-30T10:05:19.812Z,103.88,1000.79,6,30.55,19,89.21
20,2017-07-30T10:10:03.772Z,104.16,1000.77,8,30.4,22,90.21
22,2017-07-30T10:15:03.491Z,103.27,1000.92,10,30.39,24,90.64
22,2017-07-30T10:20:03.323Z,102.56,1000.92,10,30.4,24,90.84
21,2017-07-30T10:25:03.924Z,103.15,1000.92,8,30.32,22,91.43
18,2017-07-30T10:30:03.510Z,102.46,1000.99,10,30.28,22,91.75
18,2017-07-30T10:35:03.223Z,103.18,1000.95,10,30.28,22,93.53
24,2017-07-30T10:40:03.057Z,102.59,1000.96,12,30.16,28,92.46
23,2017-07-30T10:45:03.595Z,102.41,1000.98,7,30.11,25,92.64
23,2017-07-30T10:50:03.225Z,102.02,1001.06,7,30.14,25,92.54
20,2017-07-30T10:55:03.874Z,102.21,1001.04,11,30.06,22,92.99
17,2017-07-30T11:00:03.391Z,102.47,1001,6,30.19,19,92.34
17,2017-07-30T11:05:03.022Z,102.49,1001.05,6,30.17,19,92.58
25,2017-07-30T11:10:17.413Z,102.53,1000.96,11,30.14,30,92.93
18,2017-07-30T11:15:16.347Z,103.09,1000.92,8,30.14,22,92.99
18,2017-07-30T11:20:03.135Z,102.67,1000.96,8,30,22,93.74
18,2017-07-30T11:25:03.670Z,102.13,1000.99,8,30.05,21,93.59
24,2017-07-30T11:30:16.304Z,102.26,1001,12,29.76,26,95.91
24,2017-07-30T11:35:03.948Z,103.11,1000.95,12,29.85,26,96.33
27,2017-07-30T11:40:03.994Z,103.38,1000.88,10,29.89,29,95.36
25,2017-07-30T11:45:03.709Z,103.37,1000.91,8,29.9,26,94.94
25,2017-07-30T11:50:03.124Z,102.92,1000.98,8,29.92,26,94.72
23,2017-07-30T11:55:03.682Z,102.24,1001.05,13,29.89,26,95.17
24,2017-07-30T12:00:03.312Z,101.04,1001.18,10,29.15,26,100
24,2017-07-30T12:05:02.947Z,101.28,1001.16,10,29.16,26,100
34,2017-07-30T12:40:54.267Z,96.18,1001.77,15,29.54,39,100
34,2017-07-30T12:45:16.524Z,95.23,1001.83,15,28.87,39,100
27,2017-07-30T12:50:02.930Z,95.17,1001.89,11,29.17,29,100
30,2017-07-30T12:55:16.415Z,94.32,1001.94,15,29.22,36,100
30,2017-07-30T13:00:02.905Z,94.83,1001.97,15,29.63,36,98.38
24,2017-07-30T13:05:03.546Z,94.84,1001.96,11,29.7,26,97.82
22,2017-07-30T13:10:16.870Z,95.64,1001.87,7,29.33,22,100
22,2017-07-30T13:15:03.627Z,95.01,1001.95,7,28.74,22,100
28,2017-07-30T13:20:03.259Z,95.05,1001.91,14,28.7,29,100
28,2017-07-30T13:25:03.899Z,95.56,1001.84,14,28.51,32,100
28,2017-07-30T13:30:03.628Z,95.74,1001.86,14,28.42,32,100
33,2017-07-30T13:35:03.050Z,95.25,1001.83,15,29.35,39,100
23,2017-07-30T13:40:02.972Z,95.63,1001.82,8,29.53,25,99.76
23,2017-07-30T13:45:03.520Z,95.57,1001.77,8,28.48,25,100
30,2017-07-30T13:50:03.043Z,96.22,1001.79,13,28.26,37,100
32,2017-07-30T13:55:04.299Z,94.79,1001.87,14,28.21,38,100
32,2017-07-30T14:00:03.936Z,94.38,1002,14,28.32,38,100
29,2017-07-30T14:05:17.489Z,94.3,1002.03,12,28.32,30,100
35,2017-07-30T14:10:03.487Z,94.86,1001.89,13,28.24,41,100
35,2017-07-30T14:15:03.142Z,94.6,1001.89,13,28.25,41,100
33,2017-07-30T14:20:03.887Z,94.54,1001.89,15,28.11,35,100
36,2017-07-30T14:25:03.399Z,94.54,1001.89,16,28.04,43,100
36,2017-07-30T14:30:16.331Z,94.35,1001.94,16,27.93,43,100
30,2017-07-30T14:35:03.773Z,94.74,1001.97,12,27.91,36,100
32,2017-07-30T14:40:03.867Z,94.73,1001.96,11,27.85,36,100
32,2017-07-30T14:45:03.311Z,94.49,1001.92,11,27.96,36,100
36,2017-07-30T14:50:03.829Z,94.56,1002.03,15,27.96,41,100
34,2017-07-30T14:55:03.710Z,94.22,1002,12,28.06,39,100
34,2017-07-30T15:00:03.282Z,93.47,1002.05,12,28.14,39,100
34,2017-07-30T15:05:03.958Z,94.05,1002.03,11,28,36,100
34,2017-07-30T15:10:03.717Z,93.46,1002.09,13,27.92,38,100
34,2017-07-30T15:15:03.282Z,94.12,1002,13,28,38,100
36,2017-07-30T15:20:02.910Z,94.02,1002.02,20,27.97,41,100
36,2017-07-30T15:25:03.558Z,94.72,1001.95,19,28.03,44,100
36,2017-07-30T15:30:03.083Z,94.3,1001.96,19,27.99,44,100
37,2017-07-30T15:35:03.731Z,94.7,1001.98,17,28.08,40,100
37,2017-07-30T15:40:03.662Z,94.54,1001.98,16,28.65,41,100
27,2017-07-30T15:45:03.391Z,94.6,1001.93,15,28.45,30,100
27,2017-07-30T15:50:02.913Z,94.96,1001.84,15,28.58,30,100
32,2017-07-30T15:55:03.566Z,95.73,1001.86,18,28.71,34,100
34,2017-07-30T16:00:03.292Z,96.23,1001.79,17,28.78,37,100
34,2017-07-30T16:05:03.838Z,94.69,1001.86,17,28.62,37,100
38,2017-07-30T16:10:03.771Z,95.47,1001.92,14,28.42,42,100
33,2017-07-30T16:15:03.190Z,94.47,1001.91,11,28.66,40,100
33,2017-07-30T16:20:03.942Z,93.93,1002,11,28.79,40,100
30,2017-07-30T16:25:03.949Z,95.05,1001.92,13,28.74,34,100
25,2017-07-30T16:30:03.497Z,94.54,1001.91,8,28.76,28,100
25,2017-07-30T16:35:03.039Z,95.7,1001.8,8,28.57,28,100
33,2017-07-30T16:40:03.056Z,95.95,1001.8,16,28.65,35,100
27,2017-07-30T16:45:03.598Z,95.38,1001.83,11,28.48,30,100
27,2017-07-30T16:50:03.237Z,95.11,1001.85,11,28.58,30,100
33,2017-07-30T16:55:03.685Z,94.58,1001.87,14,28.22,39,100
32,2017-07-30T17:00:03.103Z,95.99,1001.76,14,28.33,36,100
32,2017-07-30T17:05:03.661Z,96.76,1001.67,14,28.45,36,100
29,2017-07-30T17:10:03.470Z,97.45,1001.6,12,28.57,32,100
33,2017-07-30T17:15:02.992Z,96.45,1001.67,12,28.59,35,100
33,2017-07-30T17:20:03.663Z,97.34,1001.62,12,28.68,35,100
33,2017-07-30T17:25:03.268Z,97.44,1001.57,12,28.38,35,100
34,2017-07-30T17:30:03.951Z,96.55,1001.7,16,27.85,39,100
34,2017-07-30T17:35:03.542Z,96.19,1001.73,16,27.65,39,100
34,2017-07-30T17:40:17.407Z,96.63,1001.74,16,28.17,39,100
35,2017-07-30T17:45:03.101Z,96.63,1001.71,13,28.58,38,100
35,2017-07-30T17:50:03.649Z,96.83,1001.68,13,28.55,38,100
35,2017-07-30T17:55:03.273Z,97.72,1001.65,13,28.6,38,100
31,2017-07-30T18:00:04.025Z,96.65,1001.67,15,28.64,36,100
31,2017-07-30T18:05:03.444Z,96.78,1001.69,15,28.47,36,100
31,2017-07-30T18:10:03.377Z,96.87,1001.62,15,28.53,36,100
32,2017-07-30T18:15:03.003Z,97.4,1001.62,12,28.45,36,100
32,2017-07-30T18:20:03.755Z,97.44,1001.58,12,28.52,36,100
32,2017-07-30T18:25:03.480Z,97.15,1001.66,12,28.39,36,100
39,2017-07-30T18:30:03.111Z,97.52,1001.6,16,28.14,45,100
39,2017-07-30T18:35:03.653Z,98.13,1001.53,16,28.05,45,100
39,2017-07-30T18:40:03.485Z,97.36,1001.59,16,28.01,45,100
37,2017-07-30T18:45:02.909Z,98.08,1001.58,15,28.01,45,100
37,2017-07-30T18:50:03.455Z,98.24,1001.5,15,28.09,45,100
37,2017-07-30T18:55:03.181Z,98.16,1001.51,19,28.06,44,100
39,2017-07-30T19:00:03.826Z,98.42,1001.49,22,28.05,43,100
39,2017-07-30T19:05:03.554Z,98.19,1001.55,22,28.41,43,100
40,2017-07-30T19:10:03.403Z,98.25,1001.48,13,28.21,51,100
